Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status
calzado-casa-plantillas-algodon-organico-9,Plantillas Algodon Organico Atelier N9,<p>Exquisito plantillas algodon elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Calzado y Confort,"Calzado y Confort, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-CAL-409,450,shopify,50,deny,manual,58.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-lifestyle-1_large.png,1,Plantillas Algodon Organico Atelier N9,FALSE,Plantillas Algodon Organico Atelier N9,Comprar Plantillas Algodon Organico Atelier N9 en Atelier Minimal Store.,active
calzado-casa-pantuflas-lino-botanico-10,Pantuflas Lino Botanico Atelier N10,<p>Exquisito pantuflas lino elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Calzado y Confort,"Calzado y Confort, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-CAL-410,450,shopify,50,deny,manual,63.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-product-1_large.png,1,Pantuflas Lino Botanico Atelier N10,FALSE,Pantuflas Lino Botanico Atelier N10,Comprar Pantuflas Lino Botanico Atelier N10 en Atelier Minimal Store.,active
calzado-casa-zapatillas-corcho-atelier-11,Zapatillas Corcho Atelier Atelier N11,<p>Exquisito zapatillas corcho elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Calzado y Confort,"Calzado y Confort, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-CAL-411,450,shopify,50,deny,manual,67.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-image_large.png,1,Zapatillas Corcho Atelier Atelier N11,FALSE,Zapatillas Corcho Atelier Atelier N11,Comprar Zapatillas Corcho Atelier Atelier N11 en Atelier Minimal Store.,active
calzado-casa-calcetines-lana-pastel-12,Calcetines Lana Pastel Atelier N12,<p>Exquisito calcetines lana elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Calzado y Confort,"Calzado y Confort, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-CAL-412,450,shopify,50,deny,manual,72.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-lifestyle-1_large.png,1,Calcetines Lana Pastel Atelier N12,FALSE,Calcetines Lana Pastel Atelier N12,Comprar Calcetines Lana Pastel Atelier N12 en Atelier Minimal Store.,active
calzado-casa-sandalias-casa-puro-13,Sandalias Casa Puro Atelier N13,<p>Exquisito sandalias casa elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Calzado y Confort,"Calzado y Confort, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-CAL-413,450,shopify,50,deny,manual,76.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-product-1_large.png,1,Sandalias Casa Puro Atelier N13,FALSE,Sandalias Casa Puro Atelier N13,Comprar Sandalias Casa Puro Atelier N13 en Atelier Minimal Store.,active
calzado-casa-plantillas-algodon-eco-14,Plantillas Algodon Eco Atelier N14,<p>Exquisito plantillas algodon elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Calzado y Confort,"Calzado y Confort, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-CAL-414,450,shopify,50,deny,manual,81.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-image_large.png,1,Plantillas Algodon Eco Atelier N14,FALSE,Plantillas Algodon Eco Atelier N14,Comprar Plantillas Algodon Eco Atelier N14 en Atelier Minimal Store.,active
calzado-casa-pantuflas-lino-mate-15,Pantuflas Lino Mate Atelier N15,<p>Exquisito pantuflas lino elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Calzado y Confort,"Calzado y Confort, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-CAL-415,450,shopify,50,deny,manual,85.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-lifestyle-1_large.png,1,Pantuflas Lino Mate Atelier N15,FALSE,Pantuflas Lino Mate Atelier N15,Comprar Pantuflas Lino Mate Atelier N15 en Atelier Minimal Store.,active
calzado-casa-zapatillas-corcho-artesanal-16,Zapatillas Corcho Artesanal Atelier N16,<p>Exquisito zapatillas corcho elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Calzado y Confort,"Calzado y Confort, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-CAL-416,450,shopify,50,deny,manual,90.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-product-1_large.png,1,Zapatillas Corcho Artesanal Atelier N16,FALSE,Zapatillas Corcho Artesanal Atelier N16,Comprar Zapatillas Corcho Artesanal Atelier N16 en Atelier Minimal Store.,active
calzado-casa-calcetines-lana-organico-17,Calcetines Lana Organico Atelier N17,<p>Exquisito calcetines lana elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Calzado y Confort,"Calzado y Confort, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-CAL-417,450,shopify,50,deny,manual,94.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-image_large.png,1,Calcetines Lana Organico Atelier N17,FALSE,Calcetines Lana Organico Atelier N17,Comprar Calcetines Lana Organico Atelier N17 en Atelier Minimal Store.,active
calzado-casa-sandalias-casa-botanico-18,Sandalias Casa Botanico Atelier N18,<p>Exquisito sandalias casa elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Calzado y Confort,"Calzado y Confort, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-CAL-418,450,shopify,50,deny,manual,99.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-lifestyle-1_large.png,1,Sandalias Casa Botanico Atelier N18,FALSE,Sandalias Casa Botanico Atelier N18,Comprar Sandalias Casa Botanico Atelier N18 en Atelier Minimal Store.,active
calzado-casa-plantillas-algodon-atelier-19,Plantillas Algodon Atelier Atelier N19,<p>Exquisito plantillas algodon elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Calzado y Confort,"Calzado y Confort, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-CAL-419,450,shopify,50,deny,manual,103.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-product-1_large.png,1,Plantillas Algodon Atelier Atelier N19,FALSE,Plantillas Algodon Atelier Atelier N19,Comprar Plantillas Algodon Atelier Atelier N19 en Atelier Minimal Store.,active
calzado-casa-pantuflas-lino-pastel-20,Pantuflas Lino Pastel Atelier N20,<p>Exquisito pantuflas lino elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Calzado y Confort,"Calzado y Confort, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-CAL-420,450,shopify,50,deny,manual,108.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-image_large.png,1,Pantuflas Lino Pastel Atelier N20,FALSE,Pantuflas Lino Pastel Atelier N20,Comprar Pantuflas Lino Pastel Atelier N20 en Atelier Minimal Store.,active
infusiones-te-infusion-manzanilla-atelier-1,Infusion Manzanilla Atelier Atelier N1,<p>Exquisito infusion manzanilla elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Infusiones y Te Organico,"Infusiones y Te Organico, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-INF-421,450,shopify,50,deny,manual,42.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-lifestyle-1_large.png,1,Infusion Manzanilla Atelier Atelier N1,FALSE,Infusion Manzanilla Atelier Atelier N1,Comprar Infusion Manzanilla Atelier Atelier N1 en Atelier Minimal Store.,active
infusiones-te-infusor-de-acero-pastel-2,Infusor de Acero Pastel Atelier N2,<p>Exquisito infusor de acero elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Infusiones y Te Organico,"Infusiones y Te Organico, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-INF-422,450,shopify,50,deny,manual,47.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-product-1_large.png,1,Infusor de Acero Pastel Atelier N2,FALSE,Infusor de Acero Pastel Atelier N2,Comprar Infusor de Acero Pastel Atelier N2 en Atelier Minimal Store.,active
infusiones-te-taza-ceremonial-puro-3,Taza Ceremonial Puro Atelier N3,<p>Exquisito taza ceremonial elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Infusiones y Te Organico,"Infusiones y Te Organico, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-INF-423,450,shopify,50,deny,manual,51.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-image_large.png,1,Taza Ceremonial Puro Atelier N3,FALSE,Taza Ceremonial Puro Atelier N3,Comprar Taza Ceremonial Puro Atelier N3 en Atelier Minimal Store.,active
infusiones-te-matcha-organico-eco-4,Matcha Organico Eco Atelier N4,<p>Exquisito matcha organico elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Infusiones y Te Organico,"Infusiones y Te Organico, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-INF-424,450,shopify,50,deny,manual,56.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-lifestyle-1_large.png,1,Matcha Organico Eco Atelier N4,FALSE,Matcha Organico Eco Atelier N4,Comprar Matcha Organico Eco Atelier N4 en Atelier Minimal Store.,active
infusiones-te-te-verde-sencha-mate-5,Te Verde Sencha Mate Atelier N5,<p>Exquisito te verde sencha elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Infusiones y Te Organico,"Infusiones y Te Organico, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-INF-425,450,shopify,50,deny,manual,35.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-product-1_large.png,1,Te Verde Sencha Mate Atelier N5,FALSE,Te Verde Sencha Mate Atelier N5,Comprar Te Verde Sencha Mate Atelier N5 en Atelier Minimal Store.,active
infusiones-te-infusion-manzanilla-artesanal-6,Infusion Manzanilla Artesanal Atelier N6,<p>Exquisito infusion manzanilla elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Infusiones y Te Organico,"Infusiones y Te Organico, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-INF-426,450,shopify,50,deny,manual,40.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-image_large.png,1,Infusion Manzanilla Artesanal Atelier N6,FALSE,Infusion Manzanilla Artesanal Atelier N6,Comprar Infusion Manzanilla Artesanal Atelier N6 en Atelier Minimal Store.,active
infusiones-te-infusor-de-acero-organico-7,Infusor de Acero Organico Atelier N7,<p>Exquisito infusor de acero elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Infusiones y Te Organico,"Infusiones y Te Organico, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-INF-427,450,shopify,50,deny,manual,44.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-lifestyle-1_large.png,1,Infusor de Acero Organico Atelier N7,FALSE,Infusor de Acero Organico Atelier N7,Comprar Infusor de Acero Organico Atelier N7 en Atelier Minimal Store.,active
infusiones-te-taza-ceremonial-botanico-8,Taza Ceremonial Botanico Atelier N8,<p>Exquisito taza ceremonial elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Infusiones y Te Organico,"Infusiones y Te Organico, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-INF-428,450,shopify,50,deny,manual,49.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-product-1_large.png,1,Taza Ceremonial Botanico Atelier N8,FALSE,Taza Ceremonial Botanico Atelier N8,Comprar Taza Ceremonial Botanico Atelier N8 en Atelier Minimal Store.,active
infusiones-te-matcha-organico-atelier-9,Matcha Organico Atelier Atelier N9,<p>Exquisito matcha organico elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Infusiones y Te Organico,"Infusiones y Te Organico, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-INF-429,450,shopify,50,deny,manual,53.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-image_large.png,1,Matcha Organico Atelier Atelier N9,FALSE,Matcha Organico Atelier Atelier N9,Comprar Matcha Organico Atelier Atelier N9 en Atelier Minimal Store.,active
infusiones-te-te-verde-sencha-pastel-10,Te Verde Sencha Pastel Atelier N10,<p>Exquisito te verde sencha elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Infusiones y Te Organico,"Infusiones y Te Organico, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-INF-430,450,shopify,50,deny,manual,58.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-lifestyle-1_large.png,1,Te Verde Sencha Pastel Atelier N10,FALSE,Te Verde Sencha Pastel Atelier N10,Comprar Te Verde Sencha Pastel Atelier N10 en Atelier Minimal Store.,active
infusiones-te-infusion-manzanilla-puro-11,Infusion Manzanilla Puro Atelier N11,<p>Exquisito infusion manzanilla elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Infusiones y Te Organico,"Infusiones y Te Organico, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-INF-431,450,shopify,50,deny,manual,62.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-product-1_large.png,1,Infusion Manzanilla Puro Atelier N11,FALSE,Infusion Manzanilla Puro Atelier N11,Comprar Infusion Manzanilla Puro Atelier N11 en Atelier Minimal Store.,active
infusiones-te-infusor-de-acero-eco-12,Infusor de Acero Eco Atelier N12,<p>Exquisito infusor de acero elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Infusiones y Te Organico,"Infusiones y Te Organico, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-INF-432,450,shopify,50,deny,manual,67.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-image_large.png,1,Infusor de Acero Eco Atelier N12,FALSE,Infusor de Acero Eco Atelier N12,Comprar Infusor de Acero Eco Atelier N12 en Atelier Minimal Store.,active
infusiones-te-taza-ceremonial-mate-13,Taza Ceremonial Mate Atelier N13,<p>Exquisito taza ceremonial elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Infusiones y Te Organico,"Infusiones y Te Organico, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-INF-433,450,shopify,50,deny,manual,71.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-lifestyle-1_large.png,1,Taza Ceremonial Mate Atelier N13,FALSE,Taza Ceremonial Mate Atelier N13,Comprar Taza Ceremonial Mate Atelier N13 en Atelier Minimal Store.,active
infusiones-te-matcha-organico-artesanal-14,Matcha Organico Artesanal Atelier N14,<p>Exquisito matcha organico elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Infusiones y Te Organico,"Infusiones y Te Organico, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-INF-434,450,shopify,50,deny,manual,76.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-product-1_large.png,1,Matcha Organico Artesanal Atelier N14,FALSE,Matcha Organico Artesanal Atelier N14,Comprar Matcha Organico Artesanal Atelier N14 en Atelier Minimal Store.,active
infusiones-te-te-verde-sencha-organico-15,Te Verde Sencha Organico Atelier N15,<p>Exquisito te verde sencha elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Infusiones y Te Organico,"Infusiones y Te Organico, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-INF-435,450,shopify,50,deny,manual,80.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-image_large.png,1,Te Verde Sencha Organico Atelier N15,FALSE,Te Verde Sencha Organico Atelier N15,Comprar Te Verde Sencha Organico Atelier N15 en Atelier Minimal Store.,active
infusiones-te-infusion-manzanilla-botanico-16,Infusion Manzanilla Botanico Atelier N16,<p>Exquisito infusion manzanilla elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Infusiones y Te Organico,"Infusiones y Te Organico, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-INF-436,450,shopify,50,deny,manual,85.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-lifestyle-1_large.png,1,Infusion Manzanilla Botanico Atelier N16,FALSE,Infusion Manzanilla Botanico Atelier N16,Comprar Infusion Manzanilla Botanico Atelier N16 en Atelier Minimal Store.,active
infusiones-te-infusor-de-acero-atelier-17,Infusor de Acero Atelier Atelier N17,<p>Exquisito infusor de acero elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Infusiones y Te Organico,"Infusiones y Te Organico, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-INF-437,450,shopify,50,deny,manual,89.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-product-1_large.png,1,Infusor de Acero Atelier Atelier N17,FALSE,Infusor de Acero Atelier Atelier N17,Comprar Infusor de Acero Atelier Atelier N17 en Atelier Minimal Store.,active
infusiones-te-taza-ceremonial-pastel-18,Taza Ceremonial Pastel Atelier N18,<p>Exquisito taza ceremonial elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Infusiones y Te Organico,"Infusiones y Te Organico, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-INF-438,450,shopify,50,deny,manual,94.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-image_large.png,1,Taza Ceremonial Pastel Atelier N18,FALSE,Taza Ceremonial Pastel Atelier N18,Comprar Taza Ceremonial Pastel Atelier N18 en Atelier Minimal Store.,active
infusiones-te-matcha-organico-puro-19,Matcha Organico Puro Atelier N19,<p>Exquisito matcha organico elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Infusiones y Te Organico,"Infusiones y Te Organico, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-INF-439,450,shopify,50,deny,manual,98.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-lifestyle-1_large.png,1,Matcha Organico Puro Atelier N19,FALSE,Matcha Organico Puro Atelier N19,Comprar Matcha Organico Puro Atelier N19 en Atelier Minimal Store.,active
infusiones-te-te-verde-sencha-eco-20,Te Verde Sencha Eco Atelier N20,<p>Exquisito te verde sencha elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Infusiones y Te Organico,"Infusiones y Te Organico, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-INF-440,450,shopify,50,deny,manual,103.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-product-1_large.png,1,Te Verde Sencha Eco Atelier N20,FALSE,Te Verde Sencha Eco Atelier N20,Comprar Te Verde Sencha Eco Atelier N20 en Atelier Minimal Store.,active
mascotas-eco-cuenco-ceramica-puro-1,Cuenco Ceramica Puro Atelier N1,<p>Exquisito cuenco ceramica elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Accesorios para Mascotas,"Accesorios para Mascotas, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-MAS-441,450,shopify,50,deny,manual,37.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-image_large.png,1,Cuenco Ceramica Puro Atelier N1,FALSE,Cuenco Ceramica Puro Atelier N1,Comprar Cuenco Ceramica Puro Atelier N1 en Atelier Minimal Store.,active
mascotas-eco-juguete-cuerda-eco-2,Juguete Cuerda Eco Atelier N2,<p>Exquisito juguete cuerda elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Accesorios para Mascotas,"Accesorios para Mascotas, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-MAS-442,450,shopify,50,deny,manual,42.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-lifestyle-1_large.png,1,Juguete Cuerda Eco Atelier N2,FALSE,Juguete Cuerda Eco Atelier N2,Comprar Juguete Cuerda Eco Atelier N2 en Atelier Minimal Store.,active
mascotas-eco-manta-mascota-mate-3,Manta Mascota Mate Atelier N3,<p>Exquisito manta mascota elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Accesorios para Mascotas,"Accesorios para Mascotas, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-MAS-443,450,shopify,50,deny,manual,46.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-product-1_large.png,1,Manta Mascota Mate Atelier N3,FALSE,Manta Mascota Mate Atelier N3,Comprar Manta Mascota Mate Atelier N3 en Atelier Minimal Store.,active
mascotas-eco-collar-cuero-vegano-artesanal-4,Collar Cuero Vegano Artesanal Atelier N4,<p>Exquisito collar cuero vegano elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Accesorios para Mascotas,"Accesorios para Mascotas, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-MAS-444,450,shopify,50,deny,manual,51.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-image_large.png,1,Collar Cuero Vegano Artesanal Atelier N4,FALSE,Collar Cuero Vegano Artesanal Atelier N4,Comprar Collar Cuero Vegano Artesanal Atelier N4 en Atelier Minimal Store.,active
mascotas-eco-cama-de-canamo-organico-5,Cama de Canamo Organico Atelier N5,<p>Exquisito cama de canamo elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Accesorios para Mascotas,"Accesorios para Mascotas, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-MAS-445,450,shopify,50,deny,manual,55.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-lifestyle-1_large.png,1,Cama de Canamo Organico Atelier N5,FALSE,Cama de Canamo Organico Atelier N5,Comprar Cama de Canamo Organico Atelier N5 en Atelier Minimal Store.,active
mascotas-eco-cuenco-ceramica-botanico-6,Cuenco Ceramica Botanico Atelier N6,<p>Exquisito cuenco ceramica elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Accesorios para Mascotas,"Accesorios para Mascotas, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-MAS-446,450,shopify,50,deny,manual,60.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-product-1_large.png,1,Cuenco Ceramica Botanico Atelier N6,FALSE,Cuenco Ceramica Botanico Atelier N6,Comprar Cuenco Ceramica Botanico Atelier N6 en Atelier Minimal Store.,active
mascotas-eco-juguete-cuerda-atelier-7,Juguete Cuerda Atelier Atelier N7,<p>Exquisito juguete cuerda elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Accesorios para Mascotas,"Accesorios para Mascotas, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-MAS-447,450,shopify,50,deny,manual,64.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-image_large.png,1,Juguete Cuerda Atelier Atelier N7,FALSE,Juguete Cuerda Atelier Atelier N7,Comprar Juguete Cuerda Atelier Atelier N7 en Atelier Minimal Store.,active
mascotas-eco-manta-mascota-pastel-8,Manta Mascota Pastel Atelier N8,<p>Exquisito manta mascota elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Accesorios para Mascotas,"Accesorios para Mascotas, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-MAS-448,450,shopify,50,deny,manual,69.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-lifestyle-1_large.png,1,Manta Mascota Pastel Atelier N8,FALSE,Manta Mascota Pastel Atelier N8,Comprar Manta Mascota Pastel Atelier N8 en Atelier Minimal Store.,active
mascotas-eco-collar-cuero-vegano-puro-9,Collar Cuero Vegano Puro Atelier N9,<p>Exquisito collar cuero vegano elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Accesorios para Mascotas,"Accesorios para Mascotas, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-MAS-449,450,shopify,50,deny,manual,73.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-product-1_large.png,1,Collar Cuero Vegano Puro Atelier N9,FALSE,Collar Cuero Vegano Puro Atelier N9,Comprar Collar Cuero Vegano Puro Atelier N9 en Atelier Minimal Store.,active
mascotas-eco-cama-de-canamo-eco-10,Cama de Canamo Eco Atelier N10,<p>Exquisito cama de canamo elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Accesorios para Mascotas,"Accesorios para Mascotas, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-MAS-450,450,shopify,50,deny,manual,53.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-image_large.png,1,Cama de Canamo Eco Atelier N10,FALSE,Cama de Canamo Eco Atelier N10,Comprar Cama de Canamo Eco Atelier N10 en Atelier Minimal Store.,active
