Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Gift Card,SEO Title,SEO Description,Status
infusiones-te-infusion-manzanilla-artesanal-6,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-INF-426-M,450,shopify,50,deny,manual,43.5,,TRUE,TRUE,,,,,
infusiones-te-infusor-de-acero-organico-7,Infusor de Acero Organico Atelier N7,<p>Exquisito infusor de acero elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Infusiones y Te Organico,"Infusiones y Te Organico, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-INF-427-V,450,shopify,50,deny,manual,44.5,,TRUE,TRUE,,FALSE,Infusor de Acero Organico Atelier N7,Comprar Infusor de Acero Organico Atelier N7 en Atelier Minimal Store.,active
infusiones-te-infusor-de-acero-organico-7,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-INF-427-M,450,shopify,50,deny,manual,48.0,,TRUE,TRUE,,,,,
infusiones-te-taza-ceremonial-botanico-8,Taza Ceremonial Botanico Atelier N8,<p>Exquisito taza ceremonial elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Infusiones y Te Organico,"Infusiones y Te Organico, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-INF-428-V,450,shopify,50,deny,manual,49.0,,TRUE,TRUE,,FALSE,Taza Ceremonial Botanico Atelier N8,Comprar Taza Ceremonial Botanico Atelier N8 en Atelier Minimal Store.,active
infusiones-te-taza-ceremonial-botanico-8,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-INF-428-M,450,shopify,50,deny,manual,52.5,,TRUE,TRUE,,,,,
infusiones-te-matcha-organico-atelier-9,Matcha Organico Atelier Atelier N9,<p>Exquisito matcha organico elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Infusiones y Te Organico,"Infusiones y Te Organico, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-INF-429-V,450,shopify,50,deny,manual,53.5,,TRUE,TRUE,,FALSE,Matcha Organico Atelier Atelier N9,Comprar Matcha Organico Atelier Atelier N9 en Atelier Minimal Store.,active
infusiones-te-matcha-organico-atelier-9,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-INF-429-M,450,shopify,50,deny,manual,57.0,,TRUE,TRUE,,,,,
infusiones-te-te-verde-sencha-pastel-10,Te Verde Sencha Pastel Atelier N10,<p>Exquisito te verde sencha elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Infusiones y Te Organico,"Infusiones y Te Organico, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-INF-430-V,450,shopify,50,deny,manual,58.0,,TRUE,TRUE,,FALSE,Te Verde Sencha Pastel Atelier N10,Comprar Te Verde Sencha Pastel Atelier N10 en Atelier Minimal Store.,active
infusiones-te-te-verde-sencha-pastel-10,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-INF-430-M,450,shopify,50,deny,manual,61.5,,TRUE,TRUE,,,,,
infusiones-te-infusion-manzanilla-puro-11,Infusion Manzanilla Puro Atelier N11,<p>Exquisito infusion manzanilla elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Infusiones y Te Organico,"Infusiones y Te Organico, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-INF-431-V,450,shopify,50,deny,manual,62.5,,TRUE,TRUE,,FALSE,Infusion Manzanilla Puro Atelier N11,Comprar Infusion Manzanilla Puro Atelier N11 en Atelier Minimal Store.,active
infusiones-te-infusion-manzanilla-puro-11,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-INF-431-M,450,shopify,50,deny,manual,66.0,,TRUE,TRUE,,,,,
infusiones-te-infusor-de-acero-eco-12,Infusor de Acero Eco Atelier N12,<p>Exquisito infusor de acero elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Infusiones y Te Organico,"Infusiones y Te Organico, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-INF-432-V,450,shopify,50,deny,manual,67.0,,TRUE,TRUE,,FALSE,Infusor de Acero Eco Atelier N12,Comprar Infusor de Acero Eco Atelier N12 en Atelier Minimal Store.,active
infusiones-te-infusor-de-acero-eco-12,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-INF-432-M,450,shopify,50,deny,manual,70.5,,TRUE,TRUE,,,,,
infusiones-te-taza-ceremonial-mate-13,Taza Ceremonial Mate Atelier N13,<p>Exquisito taza ceremonial elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Infusiones y Te Organico,"Infusiones y Te Organico, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-INF-433-V,450,shopify,50,deny,manual,71.5,,TRUE,TRUE,,FALSE,Taza Ceremonial Mate Atelier N13,Comprar Taza Ceremonial Mate Atelier N13 en Atelier Minimal Store.,active
infusiones-te-taza-ceremonial-mate-13,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-INF-433-M,450,shopify,50,deny,manual,75.0,,TRUE,TRUE,,,,,
infusiones-te-matcha-organico-artesanal-14,Matcha Organico Artesanal Atelier N14,<p>Exquisito matcha organico elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Infusiones y Te Organico,"Infusiones y Te Organico, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-INF-434-V,450,shopify,50,deny,manual,76.0,,TRUE,TRUE,,FALSE,Matcha Organico Artesanal Atelier N14,Comprar Matcha Organico Artesanal Atelier N14 en Atelier Minimal Store.,active
infusiones-te-matcha-organico-artesanal-14,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-INF-434-M,450,shopify,50,deny,manual,79.5,,TRUE,TRUE,,,,,
infusiones-te-te-verde-sencha-organico-15,Te Verde Sencha Organico Atelier N15,<p>Exquisito te verde sencha elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Infusiones y Te Organico,"Infusiones y Te Organico, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-INF-435-V,450,shopify,50,deny,manual,80.5,,TRUE,TRUE,,FALSE,Te Verde Sencha Organico Atelier N15,Comprar Te Verde Sencha Organico Atelier N15 en Atelier Minimal Store.,active
infusiones-te-te-verde-sencha-organico-15,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-INF-435-M,450,shopify,50,deny,manual,84.0,,TRUE,TRUE,,,,,
infusiones-te-infusion-manzanilla-botanico-16,Infusion Manzanilla Botanico Atelier N16,<p>Exquisito infusion manzanilla elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Infusiones y Te Organico,"Infusiones y Te Organico, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-INF-436-V,450,shopify,50,deny,manual,85.0,,TRUE,TRUE,,FALSE,Infusion Manzanilla Botanico Atelier N16,Comprar Infusion Manzanilla Botanico Atelier N16 en Atelier Minimal Store.,active
infusiones-te-infusion-manzanilla-botanico-16,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-INF-436-M,450,shopify,50,deny,manual,88.5,,TRUE,TRUE,,,,,
infusiones-te-infusor-de-acero-atelier-17,Infusor de Acero Atelier Atelier N17,<p>Exquisito infusor de acero elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Infusiones y Te Organico,"Infusiones y Te Organico, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-INF-437-V,450,shopify,50,deny,manual,89.5,,TRUE,TRUE,,FALSE,Infusor de Acero Atelier Atelier N17,Comprar Infusor de Acero Atelier Atelier N17 en Atelier Minimal Store.,active
infusiones-te-infusor-de-acero-atelier-17,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-INF-437-M,450,shopify,50,deny,manual,93.0,,TRUE,TRUE,,,,,
infusiones-te-taza-ceremonial-pastel-18,Taza Ceremonial Pastel Atelier N18,<p>Exquisito taza ceremonial elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Infusiones y Te Organico,"Infusiones y Te Organico, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-INF-438-V,450,shopify,50,deny,manual,94.0,,TRUE,TRUE,,FALSE,Taza Ceremonial Pastel Atelier N18,Comprar Taza Ceremonial Pastel Atelier N18 en Atelier Minimal Store.,active
infusiones-te-taza-ceremonial-pastel-18,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-INF-438-M,450,shopify,50,deny,manual,97.5,,TRUE,TRUE,,,,,
infusiones-te-matcha-organico-puro-19,Matcha Organico Puro Atelier N19,<p>Exquisito matcha organico elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Infusiones y Te Organico,"Infusiones y Te Organico, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-INF-439-V,450,shopify,50,deny,manual,98.5,,TRUE,TRUE,,FALSE,Matcha Organico Puro Atelier N19,Comprar Matcha Organico Puro Atelier N19 en Atelier Minimal Store.,active
infusiones-te-matcha-organico-puro-19,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-INF-439-M,450,shopify,50,deny,manual,102.0,,TRUE,TRUE,,,,,
infusiones-te-te-verde-sencha-eco-20,Te Verde Sencha Eco Atelier N20,<p>Exquisito te verde sencha elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Infusiones y Te Organico,"Infusiones y Te Organico, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-INF-440-V,450,shopify,50,deny,manual,103.0,,TRUE,TRUE,,FALSE,Te Verde Sencha Eco Atelier N20,Comprar Te Verde Sencha Eco Atelier N20 en Atelier Minimal Store.,active
infusiones-te-te-verde-sencha-eco-20,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-INF-440-M,450,shopify,50,deny,manual,106.5,,TRUE,TRUE,,,,,
mascotas-eco-cuenco-ceramica-puro-1,Cuenco Ceramica Puro Atelier N1,<p>Exquisito cuenco ceramica elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Accesorios para Mascotas,"Accesorios para Mascotas, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-MAS-441-V,450,shopify,50,deny,manual,37.5,,TRUE,TRUE,,FALSE,Cuenco Ceramica Puro Atelier N1,Comprar Cuenco Ceramica Puro Atelier N1 en Atelier Minimal Store.,active
mascotas-eco-cuenco-ceramica-puro-1,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-MAS-441-M,450,shopify,50,deny,manual,41.0,,TRUE,TRUE,,,,,
mascotas-eco-juguete-cuerda-eco-2,Juguete Cuerda Eco Atelier N2,<p>Exquisito juguete cuerda elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Accesorios para Mascotas,"Accesorios para Mascotas, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-MAS-442-V,450,shopify,50,deny,manual,42.0,,TRUE,TRUE,,FALSE,Juguete Cuerda Eco Atelier N2,Comprar Juguete Cuerda Eco Atelier N2 en Atelier Minimal Store.,active
mascotas-eco-juguete-cuerda-eco-2,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-MAS-442-M,450,shopify,50,deny,manual,45.5,,TRUE,TRUE,,,,,
mascotas-eco-manta-mascota-mate-3,Manta Mascota Mate Atelier N3,<p>Exquisito manta mascota elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Accesorios para Mascotas,"Accesorios para Mascotas, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-MAS-443-V,450,shopify,50,deny,manual,46.5,,TRUE,TRUE,,FALSE,Manta Mascota Mate Atelier N3,Comprar Manta Mascota Mate Atelier N3 en Atelier Minimal Store.,active
mascotas-eco-manta-mascota-mate-3,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-MAS-443-M,450,shopify,50,deny,manual,50.0,,TRUE,TRUE,,,,,
mascotas-eco-collar-cuero-vegano-artesanal-4,Collar Cuero Vegano Artesanal Atelier N4,<p>Exquisito collar cuero vegano elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Accesorios para Mascotas,"Accesorios para Mascotas, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-MAS-444-V,450,shopify,50,deny,manual,51.0,,TRUE,TRUE,,FALSE,Collar Cuero Vegano Artesanal Atelier N4,Comprar Collar Cuero Vegano Artesanal Atelier N4 en Atelier Minimal Store.,active
mascotas-eco-collar-cuero-vegano-artesanal-4,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-MAS-444-M,450,shopify,50,deny,manual,54.5,,TRUE,TRUE,,,,,
mascotas-eco-cama-de-canamo-organico-5,Cama de Canamo Organico Atelier N5,<p>Exquisito cama de canamo elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Accesorios para Mascotas,"Accesorios para Mascotas, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-MAS-445-V,450,shopify,50,deny,manual,55.5,,TRUE,TRUE,,FALSE,Cama de Canamo Organico Atelier N5,Comprar Cama de Canamo Organico Atelier N5 en Atelier Minimal Store.,active
mascotas-eco-cama-de-canamo-organico-5,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-MAS-445-M,450,shopify,50,deny,manual,59.0,,TRUE,TRUE,,,,,
mascotas-eco-cuenco-ceramica-botanico-6,Cuenco Ceramica Botanico Atelier N6,<p>Exquisito cuenco ceramica elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Accesorios para Mascotas,"Accesorios para Mascotas, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-MAS-446-V,450,shopify,50,deny,manual,60.0,,TRUE,TRUE,,FALSE,Cuenco Ceramica Botanico Atelier N6,Comprar Cuenco Ceramica Botanico Atelier N6 en Atelier Minimal Store.,active
mascotas-eco-cuenco-ceramica-botanico-6,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-MAS-446-M,450,shopify,50,deny,manual,63.5,,TRUE,TRUE,,,,,
mascotas-eco-juguete-cuerda-atelier-7,Juguete Cuerda Atelier Atelier N7,<p>Exquisito juguete cuerda elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Accesorios para Mascotas,"Accesorios para Mascotas, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-MAS-447-V,450,shopify,50,deny,manual,64.5,,TRUE,TRUE,,FALSE,Juguete Cuerda Atelier Atelier N7,Comprar Juguete Cuerda Atelier Atelier N7 en Atelier Minimal Store.,active
mascotas-eco-juguete-cuerda-atelier-7,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-MAS-447-M,450,shopify,50,deny,manual,68.0,,TRUE,TRUE,,,,,
mascotas-eco-manta-mascota-pastel-8,Manta Mascota Pastel Atelier N8,<p>Exquisito manta mascota elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Accesorios para Mascotas,"Accesorios para Mascotas, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-MAS-448-V,450,shopify,50,deny,manual,69.0,,TRUE,TRUE,,FALSE,Manta Mascota Pastel Atelier N8,Comprar Manta Mascota Pastel Atelier N8 en Atelier Minimal Store.,active
mascotas-eco-manta-mascota-pastel-8,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-MAS-448-M,450,shopify,50,deny,manual,72.5,,TRUE,TRUE,,,,,
mascotas-eco-collar-cuero-vegano-puro-9,Collar Cuero Vegano Puro Atelier N9,<p>Exquisito collar cuero vegano elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Accesorios para Mascotas,"Accesorios para Mascotas, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-MAS-449-V,450,shopify,50,deny,manual,73.5,,TRUE,TRUE,,FALSE,Collar Cuero Vegano Puro Atelier N9,Comprar Collar Cuero Vegano Puro Atelier N9 en Atelier Minimal Store.,active
mascotas-eco-collar-cuero-vegano-puro-9,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-MAS-449-M,450,shopify,50,deny,manual,77.0,,TRUE,TRUE,,,,,
mascotas-eco-cama-de-canamo-eco-10,Cama de Canamo Eco Atelier N10,<p>Exquisito cama de canamo elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Accesorios para Mascotas,"Accesorios para Mascotas, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-MAS-450-V,450,shopify,50,deny,manual,53.0,,TRUE,TRUE,,FALSE,Cama de Canamo Eco Atelier N10,Comprar Cama de Canamo Eco Atelier N10 en Atelier Minimal Store.,active
mascotas-eco-cama-de-canamo-eco-10,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-MAS-450-M,450,shopify,50,deny,manual,56.5,,TRUE,TRUE,,,,,
mascotas-eco-cuenco-ceramica-mate-11,Cuenco Ceramica Mate Atelier N11,<p>Exquisito cuenco ceramica elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Accesorios para Mascotas,"Accesorios para Mascotas, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-MAS-451-V,450,shopify,50,deny,manual,57.5,,TRUE,TRUE,,FALSE,Cuenco Ceramica Mate Atelier N11,Comprar Cuenco Ceramica Mate Atelier N11 en Atelier Minimal Store.,active
mascotas-eco-cuenco-ceramica-mate-11,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-MAS-451-M,450,shopify,50,deny,manual,61.0,,TRUE,TRUE,,,,,
mascotas-eco-juguete-cuerda-artesanal-12,Juguete Cuerda Artesanal Atelier N12,<p>Exquisito juguete cuerda elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Accesorios para Mascotas,"Accesorios para Mascotas, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-MAS-452-V,450,shopify,50,deny,manual,62.0,,TRUE,TRUE,,FALSE,Juguete Cuerda Artesanal Atelier N12,Comprar Juguete Cuerda Artesanal Atelier N12 en Atelier Minimal Store.,active
mascotas-eco-juguete-cuerda-artesanal-12,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-MAS-452-M,450,shopify,50,deny,manual,65.5,,TRUE,TRUE,,,,,
mascotas-eco-manta-mascota-organico-13,Manta Mascota Organico Atelier N13,<p>Exquisito manta mascota elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Accesorios para Mascotas,"Accesorios para Mascotas, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-MAS-453-V,450,shopify,50,deny,manual,66.5,,TRUE,TRUE,,FALSE,Manta Mascota Organico Atelier N13,Comprar Manta Mascota Organico Atelier N13 en Atelier Minimal Store.,active
mascotas-eco-manta-mascota-organico-13,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-MAS-453-M,450,shopify,50,deny,manual,70.0,,TRUE,TRUE,,,,,
mascotas-eco-collar-cuero-vegano-botanico-14,Collar Cuero Vegano Botanico Atelier N14,<p>Exquisito collar cuero vegano elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Accesorios para Mascotas,"Accesorios para Mascotas, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-MAS-454-V,450,shopify,50,deny,manual,71.0,,TRUE,TRUE,,FALSE,Collar Cuero Vegano Botanico Atelier N14,Comprar Collar Cuero Vegano Botanico Atelier N14 en Atelier Minimal Store.,active
mascotas-eco-collar-cuero-vegano-botanico-14,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-MAS-454-M,450,shopify,50,deny,manual,74.5,,TRUE,TRUE,,,,,
mascotas-eco-cama-de-canamo-atelier-15,Cama de Canamo Atelier Atelier N15,<p>Exquisito cama de canamo elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Accesorios para Mascotas,"Accesorios para Mascotas, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-MAS-455-V,450,shopify,50,deny,manual,75.5,,TRUE,TRUE,,FALSE,Cama de Canamo Atelier Atelier N15,Comprar Cama de Canamo Atelier Atelier N15 en Atelier Minimal Store.,active
mascotas-eco-cama-de-canamo-atelier-15,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-MAS-455-M,450,shopify,50,deny,manual,79.0,,TRUE,TRUE,,,,,
mascotas-eco-cuenco-ceramica-pastel-16,Cuenco Ceramica Pastel Atelier N16,<p>Exquisito cuenco ceramica elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Accesorios para Mascotas,"Accesorios para Mascotas, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-MAS-456-V,450,shopify,50,deny,manual,80.0,,TRUE,TRUE,,FALSE,Cuenco Ceramica Pastel Atelier N16,Comprar Cuenco Ceramica Pastel Atelier N16 en Atelier Minimal Store.,active
mascotas-eco-cuenco-ceramica-pastel-16,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-MAS-456-M,450,shopify,50,deny,manual,83.5,,TRUE,TRUE,,,,,
mascotas-eco-juguete-cuerda-puro-17,Juguete Cuerda Puro Atelier N17,<p>Exquisito juguete cuerda elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Accesorios para Mascotas,"Accesorios para Mascotas, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-MAS-457-V,450,shopify,50,deny,manual,84.5,,TRUE,TRUE,,FALSE,Juguete Cuerda Puro Atelier N17,Comprar Juguete Cuerda Puro Atelier N17 en Atelier Minimal Store.,active
mascotas-eco-juguete-cuerda-puro-17,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-MAS-457-M,450,shopify,50,deny,manual,88.0,,TRUE,TRUE,,,,,
mascotas-eco-manta-mascota-eco-18,Manta Mascota Eco Atelier N18,<p>Exquisito manta mascota elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Accesorios para Mascotas,"Accesorios para Mascotas, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-MAS-458-V,450,shopify,50,deny,manual,89.0,,TRUE,TRUE,,FALSE,Manta Mascota Eco Atelier N18,Comprar Manta Mascota Eco Atelier N18 en Atelier Minimal Store.,active
mascotas-eco-manta-mascota-eco-18,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-MAS-458-M,450,shopify,50,deny,manual,92.5,,TRUE,TRUE,,,,,
mascotas-eco-collar-cuero-vegano-mate-19,Collar Cuero Vegano Mate Atelier N19,<p>Exquisito collar cuero vegano elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Accesorios para Mascotas,"Accesorios para Mascotas, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-MAS-459-V,450,shopify,50,deny,manual,93.5,,TRUE,TRUE,,FALSE,Collar Cuero Vegano Mate Atelier N19,Comprar Collar Cuero Vegano Mate Atelier N19 en Atelier Minimal Store.,active
mascotas-eco-collar-cuero-vegano-mate-19,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-MAS-459-M,450,shopify,50,deny,manual,97.0,,TRUE,TRUE,,,,,
mascotas-eco-cama-de-canamo-artesanal-20,Cama de Canamo Artesanal Atelier N20,<p>Exquisito cama de canamo elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Accesorios para Mascotas,"Accesorios para Mascotas, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-MAS-460-V,450,shopify,50,deny,manual,98.0,,TRUE,TRUE,,FALSE,Cama de Canamo Artesanal Atelier N20,Comprar Cama de Canamo Artesanal Atelier N20 en Atelier Minimal Store.,active
mascotas-eco-cama-de-canamo-artesanal-20,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-MAS-460-M,450,shopify,50,deny,manual,101.5,,TRUE,TRUE,,,,,
ninos-juguetes-sonajero-bambu-mate-1,Sonajero Bambu Mate Atelier N1,<p>Exquisito sonajero bambu elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Juguetes de Madera,"Juguetes de Madera, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-NIN-461-V,450,shopify,50,deny,manual,32.5,,TRUE,TRUE,,FALSE,Sonajero Bambu Mate Atelier N1,Comprar Sonajero Bambu Mate Atelier N1 en Atelier Minimal Store.,active
ninos-juguetes-sonajero-bambu-mate-1,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-NIN-461-M,450,shopify,50,deny,manual,36.0,,TRUE,TRUE,,,,,
ninos-juguetes-puzzle-geometrico-artesanal-2,Puzzle Geometrico Artesanal Atelier N2,<p>Exquisito puzzle geometrico elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Juguetes de Madera,"Juguetes de Madera, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-NIN-462-V,450,shopify,50,deny,manual,37.0,,TRUE,TRUE,,FALSE,Puzzle Geometrico Artesanal Atelier N2,Comprar Puzzle Geometrico Artesanal Atelier N2 en Atelier Minimal Store.,active
ninos-juguetes-puzzle-geometrico-artesanal-2,,,,,,,Tono / Acabado,Marron Tierra Pastel,ATL-NIN-462-M,450,shopify,50,deny,manual,40.5,,TRUE,TRUE,,,,,
ninos-juguetes-cochecito-madera-organico-3,Cochecito Madera Organico Atelier N3,<p>Exquisito cochecito madera elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Juguetes de Madera,"Juguetes de Madera, Minimalist, Eco, Atelier",TRUE,Tono / Acabado,Verde Soft Natural,ATL-NIN-463-V,450,shopify,50,deny,manual,41.5,,TRUE,TRUE,,FALSE,Cochecito Madera Organico Atelier N3,Comprar Cochecito Madera Organico Atelier N3 en Atelier Minimal Store.,active
